trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
1040610,07:02:00,07:03:00,RDH,5,2,0,0,,1
1040610,07:16:00,07:17:00,ECR,6,2,0,0,,1
1040610,07:27:00,07:28:00,CLJ,7,14,0,0,,1
1040610,07:35:00,07:35:00,VIC,8,18,1,0,,1
1040640,06:40:00,06:40:00,BTN,1,8,0,1,,1
1040640,07:04:00,07:05:00,HHE,2,2,0,0,,1
1040640,07:14:00,07:15:00,TBD,3,2,0,0,,1
1040640,07:22:00,07:23:00,GTW,4,4,0,0,,1
1040640,07:32:00,07:33:00,RDH,5,2,0,0,,1
1040640,07:46:00,07:47:00,ECR,6,2,0,0,,1
1040640,07:57:00,07:58:00,CLJ,7,14,0,0,,1
1040640,08:05:00,08:05:00,VIC,8,18,1,0,,1
1040710,07:10:00,07:10:00,BTN,1,8,0,1,,1
1040710,07:34:00,07:35:00,HHE,2,2,0,0,,1
1040710,07:44:00,07:45:00,TBD,3,2,0,0,,1
1040710,07:52:00,07:53:00,GTW,4,4,0,0,,1
1040710,08:02:00,08:03:00,RDH,5,2,0,0,,1
1040710,08:16:00,08:17:00,ECR,6,2,0,0,,1
1040710,08:27:00,08:28:00,CLJ,7,14,0,0,,1
1040710,08:35:00,08:35:00,VIC,8,18,1,0,,1
1040740,07:40:00,07:40:00,BTN,1,8,0,1,,1
1040740,08:04:00,08:05:00,HHE,2,2,0,0,,1
1040740,08:14:00,08:15:00,TBD,3,2,0,0,,1
1040740,08:22:00,08:23:00,GTW,4,4,0,0,,1
1040740,08:32:00,08:33:00,RDH,5,2,0,0,,1
1040740,08:46:00,08:47:00,ECR,6,2,0,0,,1
1040740,08:57:00,08:58:00,CLJ,7,14,0,0,,1
1040740,09:05:00,09:05:00,VIC,8,18,1,0,,1
1040810,08:10:00,08:10:00,BTN,1,8,0,1,,1
1040810,08:34:00,08:35:00,HHE,2,2,0,0,,1
1040810,08:44:00,08:45:00,TBD,3,2,0,0,,1
1040810,08:52:00,08:53:00,GTW,4,4,0,0,,1
1040810,09:02:00,09:03:00,RDH,5,2,0,0,,1
1040810,09:16:00,09:17:00,ECR,6,2,0,0,,1
1040810,09:27:00,09:28:00,CLJ,7,14,0,0,,1
1040810,09:35:00,09:35:00,VIC,8,18,1,0,,1
1040840,08:40:00,08:40:00,BTN,1,8,0,1,,1
1040840,09:04:00,09:05:00,HHE,2,2,0,0,,1
1040840,09:14:00,09:15:00,TBD,3,2,0,0,,1
1040840,09:22:00,09:23:00,GTW,4,4,0,0,,1
1040840,09:32:00,09:33:00,RDH,5,2,0,0,,1
1040840,09:46:00,09:47:00,ECR,6,2,0,0,,1
1040840,09:57:00,09:58:00,CLJ,7,14,0,0,,1
1040840,10:05:00,10:05:00,VIC,8,18,1,0,,1
1040910,09:10:00,09:10:00,BTN,1,8,0,1,,1
1040910,09:34:00,09:35:00,HHE,2,2,0,0,,1
1040910,09:44:00,09:45:00,TBD,3,2,0,0,,1
1040910,09:52:00,09:53:00,GTW,4,4,0,0,,1
1040910,10:02:00,10:03:00,RDH,5,2,0,0,,1
1040910,10:16:00,10:17:00,ECR,6,2,0,0,,1
1040910,10:27:00,10:28:00,CLJ,7,14,0,0,,1
1040910,10:35:00,10:35:00,VIC,8,18,1,0,,1
1040940,09:40:00,09:40:00,BTN,1,8,0,1,,1
1040940,10:04:00,10:05:00,HHE,2,2,0,0,,1
1040940,10:14:00,10:15:00,TBD,3,2,0,0,,1
1040940,10:22:00,10:23:00,GTW,4,4,0,0,,1
1040940,10:32:00,10:33:00,RDH,5,2,0,0,,1
1040940,10:46:00,10:47:00,ECR,6,2,0,0,,1
1040940,10:57:00,10:58:00,CLJ,7,14,0,0,,1
1040940,11:05:00,11:05:00,VIC,8,18,1,0,,1
1041010,10:10:00,10:10:00,BTN,1,8,0,1,,1
1041010,10:34:00,10:35:00,HHE,2,2,0,0,,1
1041010,10:44:00,10:45:00,TBD,3,2,0,0,,1
1041010,10:52:00,10:53:00,GTW,4,4,0,0,,1
1041010,11:02:00,11:03:00,RDH,5,2,0,0,,1
1041010,11:16:00,11:17:00,ECR,6,2,0,0,,1
1041010,11:27:00,11:28:00,CLJ,7,14,0,0,,1
1041010,11:35:00,11:35:00,VIC,8,18,1,0,,1
1041040,10:40:00,10:40:00,BTN,1,8,0,1,,1
1041040,11:04:00,11:05:00,HHE,2,2,0,0,,1
1041040,11:14:00,11:15:00,TBD,3,2,0,0,,1
1041040,11:22:00,11:23:00,GTW,4,4,0,0,,1
1041040,11:32:00,11:33:00,RDH,5,2,0,0,,1
1041040,11:46:00,11:47:00,ECR,6,2,0,0,,1
1041040,11:57:00,11:58:00,CLJ,7,14,0,0,,1
1041040,12:05:00,12:05:00,VIC,8,18,1,0,,1
1041110,11:10:00,11:10:00,BTN,1,8,0,1,,1
1041110,11:34:00,11:35:00,HHE,2,2,0,0,,1
1041110,11:44:00,11:45:00,TBD,3,2,0,0,,1
1041110,11:52:00,11:53:00,GTW,4,4,0,0,,1
1041110,12:02:00,12:03:00,RDH,5,2,0,0,,1
1041110,12:16:00,12:17:00,ECR,6,2,0,0,,1
1041110,12:27:00,12:28:00,CLJ,7,14,0,0,,1
1041110,12:35:00,12:35:00,VIC,8,18,1,0,,1
1041140,11:40:00,11:40:00,BTN,1,8,0,1,,1
1041140,12:04:00,12:05:00,HHE,2,2,0,0,,1
1041140,12:14:00,12:15:00,TBD,3,2,0,0,,1
1041140,12:22:00,12:23:00,GTW,4,4,0,0,,1
1041140,12:32:00,12:33:00,RDH,5,2,0,0,,1
1041140,12:46:00,12:47:00,ECR,6,2,0,0,,1
1041140,12:57:00,12:58:00,CLJ,7,14,0,0,,1
1041140,13:05:00,13:05:00,VIC,8,18,1,0,,1
1041210,12:10:00,12:10:00,BTN,1,8,0,1,,1
1041210,12:34:00,12:35:00,HHE,2,2,0,0,,1
1041210,12:44:00,12:45:00,TBD,3,2,0,0,,1
1041210,12:52:00,12:53:00,GTW,4,4,0,0,,1
1041210,13:02:00,13:03:00,RDH,5,2,0,0,,1
1041210,13:16:00,13:17:00,ECR,6,2,0,0,,1
1041210,13:27:00,13:28:00,CLJ,7,14,0,0,,1
1041210,13:35:00,13:35:00,VIC,8,18,1,0,,1
1041240,12:40:00,12:40:00,BTN,1,8,0,1,,1
1041240,13:04:00,13:05:00,HHE,2,2,0,0,,1
1041240,13:14:00,13:15:00,TBD,3,2,0,0,,1
1041240,13:22:00,13:23:00,GTW,4,4,0,0,,1
1041240,13:32:00,13:33:00,RDH,5,2,0,0,,1
1041240,13:46:00,13:47:00,ECR,6,2,0,0,,1
1041240,13:57:00,13:58:00,CLJ,7,14,0,0,,1
1041240,14:05:00,14:05:00,VIC,8,18,1,0,,1
1041310,13:10:00,13:10:00,BTN,1,8,0,1,,1
1041310,13:34:00,13:35:00,HHE,2,2,0,0,,1
1041310,13:44:00,13:45:00,TBD,3,2,0,0,,1
1041310,13:52:00,13:53:00,GTW,4,4,0,0,,1
1041310,14:02:00,14:03:00,RDH,5,2,0,0,,1
1041310,14:16:00,14:17:00,ECR,6,2,0,0,,1
1041310,14:27:00,14:28:00,CLJ,7,14,0,0,,1
1041310,14:35:00,14:35:00,VIC,8,18,1,0,,1
1041340,13:40:00,13:40:00,BTN,1,8,0,1,,1
1041340,14:04:00,14:05:00,HHE,2,2,0,0,,1
1041340,14:14:00,14:15:00,TBD,3,2,0,0,,1
1041340,14:22:00,14:23:00,GTW,4,4,0,0,,1
1041340,14:32:00,14:33:00,RDH,5,2,0,0,,1
1041340,14:46:00,14:47:00,ECR,6,2,0,0,,1
1041340,14:57:00,14:58:00,CLJ,7,14,0,0,,1
1041340,15:05:00,15:05:00,VIC,8,18,1,0,,1
1041410,14:10:00,14:10:00,BTN,1,8,0,1,,1
1041410,14:34:00,14:35:00,HHE,2,2,0,0,,1
1041410,14:44:00,14:45:00,TBD,3,2,0,0,,1
1041410,14:52:00,14:53:00,GTW,4,4,0,0,,1
1041410,15:02:00,15:03:00,RDH,5,2,0,0,,1
1041410,15:16:00,15:17:00,ECR,6,2,0,0,,1
1041410,15:27:00,15:28:00,CLJ,7,14,0,0,,1
1041410,15:35:00,15:35:00,VIC,8,18,1,0,,1
1041440,14:40:00,14:40:00,BTN,1,8,0,1,,1
1041440,15:04:00,15:05:00,HHE,2,2,0,0,,1
1041440,15:14:00,15:15:00,TBD,3,2,0,0,,1
1041440,15:22:00,15:23:00,GTW,4,4,0,0,,1
1041440,15:32:00,15:33:00,RDH,5,2,0,0,,1
1041440,15:46:00,15:47:00,ECR,6,2,0,0,,1
1041440,15:57:00,15:58:00,CLJ,7,14,0,0,,1
1041440,16:05:00,16:05:00,VIC,8,18,1,0,,1
1041510,15:10:00,15:10:00,BTN,1,8,0,1,,1
1041510,15:34:00,15:35:00,HHE,2,2,0,0,,1
1041510,15:44:00,15:45:00,TBD,3,2,0,0,,1
1041510,15:52:00,15:53:00,GTW,4,4,0,0,,1
1041510,16:02:00,16:03:00,RDH,5,2,0,0,,1
1041510,16:16:00,16:17:00,ECR,6,2,0,0,,1
1041510,16:27:00,16:28:00,CLJ,7,14,0,0,,1
1041510,16:35:00,16:35:00,VIC,8,18,1,0,,1
1041540,15:40:00,15:40:00,BTN,1,8,0,1,,1
1041540,16:04:00,16:05:00,HHE,2,2,0,0,,1
1041540,16:14:00,16:15:00,TBD,3,2,0,0,,1
1041540,16:22:00,16:23:00,GTW,4,4,0,0,,1
1041540,16:32:00,16:33:00,RDH,5,2,0,0,,1
1041540,16:46:00,16:47:00,ECR,6,2,0,0,,1
1041540,16:57:00,16:58:00,CLJ,7,14,0,0,,1
1041540,17:05:00,17:05:00,VIC,8,18,1,0,,1
1041610,16:10:00,16:10:00,BTN,1,8,0,1,,1
1041610,16:34:00,16:35:00,HHE,2,2,0,0,,1
1041610,16:44:00,16:45:00,TBD,3,2,0,0,,1
1041610,16:52:00,16:53:00,GTW,4,4,0,0,,1
1041610,17:02:00,17:03:00,RDH,5,2,0,0,,1
1041610,17:16:00,17:17:00,ECR,6,2,0,0,,1
1041610,17:27:00,17:28:00,CLJ,7,14,0,0,,1
1041610,17:35:00,17:35:00,VIC,8,18,1,0,,1
1041640,16:40:00,16:40:00,BTN,1,8,0,1,,1
1041640,17:04:00,17:05:00,HHE,2,2,0,0,,1
1041640,17:14:00,17:15:00,TBD,3,2,0,0,,1
1041640,17:22:00,17:23:00,GTW,4,4,0,0,,1
1041640,17:32:00,17:33:00,RDH,5,2,0,0,,1
1041640,17:46:00,17:47:00,ECR,6,2,0,0,,1
1041640,17:57:00,17:58:00,CLJ,7,14,0,0,,1
1041640,18:05:00,18:05:00,VIC,8,18,1,0,,1
1041710,17:10:00,17:10:00,BTN,1,8,0,1,,1
1041710,17:34:00,17:35:00,HHE,2,2,0,0,,1
1041710,17:44:00,17:45:00,TBD,3,2,0,0,,1
1041710,17:52:00,17:53:00,GTW,4,4,0,0,,1
1041710,18:02:00,18:03:00,RDH,5,2,0,0,,1
1041710,18:16:00,18:17:00,ECR,6,2,0,0,,1
1041710,18:27:00,18:28:00,CLJ,7,14,0,0,,1
1041710,18:35:00,18:35:00,VIC,8,18,1,0,,1
1041740,17:40:00,17:40:00,BTN,1,8,0,1,,1
1041740,18:04:00,18:05:00,HHE,2,2,0,0,,1
1041740,18:14:00,18:15:00,TBD,3,2,0,0,,1
1041740,18:22:00,18:23:00,GTW,4,4,0,0,,1
1041740,18:32:00,18:33:00,RDH,5,2,0,0,,1
1041740,18:46:00,18:47:00,ECR,6,2,0,0,,1
1041740,18:57:00,18:58:00,CLJ,7,14,0,0,,1
1041740,19:05:00,19:05:00,VIC,8,18,1,0,,1
1041810,18:10:00,18:10:00,BTN,1,8,0,1,,1
1041810,18:34:00,18:35:00,HHE,2,2,0,0,,1
1041810,18:44:00,18:45:00,TBD,3,2,0,0,,1
1041810,18:52:00,18:53:00,GTW,4,4,0,0,,1
1041810,19:02:00,19:03:00,RDH,5,2,0,0,,1
1041810,19:16:00,19:17:00,ECR,6,2,0,0,,1
1041810,19:27:00,19:28:00,CLJ,7,14,0,0,,1
1041810,19:35:00,19:35:00,VIC,8,18,1,0,,1
1041840,18:40:00,18:40:00,BTN,1,8,0,1,,1
1041840,19:04:00,19:05:00,HHE,2,2,0,0,,1
1041840,19:14:00,19:15:00,TBD,3,2,0,0,,1
1041840,19:22:00,19:23:00,GTW,4,4,0,0,,1
1041840,19:32:00,19:33:00,RDH,5,2,0,0,,1
1041840,19:46:00,19:47:00,ECR,6,2,0,0,,1
1041840,19:57:00,19:58:00,CLJ,7,14,0,0,,1
1041840,20:05:00,20:05:00,VIC,8,18,1,0,,1
1041910,19:10:00,19:10:00,BTN,1,8,0,1,,1
1041910,19:34:00,19:35:00,HHE,2,2,0,0,,1
1041910,19:44:00,19:45:00,TBD,3,2,0,0,,1
1041910,19:52:00,19:53:00,GTW,4,4,0,0,,1
1041910,20:02:00,20:03:00,RDH,5,2,0,0,,1
1041910,20:16:00,20:17:00,ECR,6,2,0,0,,1
1041910,20:27:00,20:28:00,CLJ,7,14,0,0,,1
1041910,20:35:00,20:35:00,VIC,8,18,1,0,,1
1041940,19:40:00,19:40:00,BTN,1,8,0,1,,1
1041940,20:04:00,20:05:00,HHE,2,2,0,0,,1
1041940,20:14:00,20:15:00,TBD,3,2,0,0,,1
1041940,20:22:00,20:23:00,GTW,4,4,0,0,,1
1041940,20:32:00,20:33:00,RDH,5,2,0,0,,1
1041940,20:46:00,20:47:00,ECR,6,2,0,0,,1
1041940,20:57:00,20:58:00,CLJ,7,14,0,0,,1
1041940,21:05:00,21:05:00,VIC,8,18,1,0,,1
1042010,20:10:00,20:10:00,BTN,1,8,0,1,,1
1042010,20:34:00,20:35:00,HHE,2,2,0,0,,1
1042010,20:44:00,20:45:00,TBD,3,2,0,0,,1
1042010,20:52:00,20:53:00,GTW,4,4,0,0,,1
1042010,21:02:00,21:03:00,RDH,5,2,0,0,,1
1042010,21:16:00,21:17:00,ECR,6,2,0,0,,1
1042010,21:27:00,21:28:00,CLJ,7,14,0,0,,1
1042010,21:35:00,21:35:00,VIC,8,18,1,0,,1
1042040,20:40:00,20:40:00,BTN,1,8,0,1,,1
1042040,21:04:00,21:05:00,HHE,2,2,0,0,,1
1042040,21:14:00,21:15:00,TBD,3,2,0,0,,1
1042040,21:22:00,21:23:00,GTW,4,4,0,0,,1
1042040,21:32:00,21:33:00,RDH,5,2,0,0,,1
1042040,21:46:00,21:47:00,ECR,6,2,0,0,,1
1042040,21:57:00,21:58:00,CLJ,7,14,0,0,,1
1042040,22:05:00,22:05:00,VIC,8,18,1,0,,1
1042110,21:10:00,21:10:00,BTN,1,8,0,1,,1
1042110,21:34:00,21:35:00,HHE,2,2,0,0,,1
1042110,21:44:00,21:45:00,TBD,3,2,0,0,,1
1042110,21:52:00,21:53:00,GTW,4,4,0,0,,1
1042110,22:02:00,22:03:00,RDH,5,2,0,0,,1
1042110,22:16:00,22:17:00,ECR,6,2,0,0,,1
1042110,22:27:00,22:28:00,CLJ,7,14,0,0,,1
1042110,22:35:00,22:35:00,VIC,8,18,1,0,,1
1042140,21:40:00,21:40:00,BTN,1,8,0,1,,1
1042140,22:04:00,22:05:00,HHE,2,2,0,0,,1
1042140,22:14:00,22:15:00,TBD,3,2,0,0,,1
1042140,22:22:00,22:23:00,GTW,4,4,0,0,,1
1042140,22:32:00,22:33:00,RDH,5,2,0,0,,1
1042140,22:46:00,22:47:00,ECR,6,2,0,0,,1
1042140,22:57:00,22:58:00,CLJ,7,14,0,0,,1
1042140,23:05:00,23:05:00,VIC,8,18,1,0,,1
1042210,22:10:00,22:10:00,BTN,1,8,0,1,,1
1042210,22:34:00,22:35:00,HHE,2,2,0,0,,1
1042210,22:44:00,22:45:00,TBD,3,2,0,0,,1
1042210,22:52:00,22:53:00,GTW,4,4,0,0,,1
1042210,23:02:00,23:03:00,RDH,5,2,0,0,,1
1042210,23:16:00,23:17:00,ECR,6,2,0,0,,1
1042210,23:27:00,23:28:00,CLJ,7,14,0,0,,1
1042210,23:35:00,23:35:00,VIC,8,18,1,0,,1
1042240,22:40:00,22:40:00,BTN,1,8,0,1,,1
1042240,23:04:00,23:05:00,HHE,2,2,0,0,,1
1042240,23:14:00,23:15:00,TBD,3,2,0,0,,1
1042240,23:22:00,23:23:00,GTW,4,4,0,0,,1
1042240,23:32:00,23:33:00,RDH,5,2,0,0,,1
1042240,23:46:00,23:47:00,ECR,6,2,0,0,,1
1042240,23:57:00,23:58:00,CLJ,7,14,0,0,,1
1042240,24:05:00,24:05:00,VIC,8,18,1,0,,1
1052415,24:15:00,24:15:00,VIC,1,15,0,1,,1
1052415,24:31:00,24:32:00,ECR,2,1,1,0,,1
1052415,24:46:00,24:47:00,GTW,3,3,0,0,,1
1052415,24:59:00,25:00:00,HHE,4,3,0,0,,1
1052415,25:15:00,25:15:00,BTN,5,5,1,0,,1
1062415,24:15:00,24:15:00,BTN,1,6,0,1,,1
1062415,24:30:00,24:31:00,HHE,2,2,0,0,,1
1062415,24:43:00,24:44:00,GTW,3,4,0,0,,1
1062415,24:58:00,24:59:00,ECR,4,2,0,1,,1
1062415,25:15:00,25:15:00,VIC,5,16,1,0,,1
1072205,22:05:00,22:05:00,VIC,1,17,0,1,,1
1072205,22:12:00,22:13:00,CLJ,2,13,0,0,,1
1072205,22:23:00,22:24:00,ECR,3,1,0,0,,1
1072205,22:37:00,22:38:00,RDH,4,1,0,0,,1
1072205,22:47:00,22:48:00,GTW,5,3,0,0,,1
1072205,22:55:00,22:56:00,TBD,6,1,0,0,,1
1072205,23:05:00,23:06:00,HHE,7,3,0,0,,1
1072205,23:30:00,23:30:00,BTN,8,7,1,0,,1
1080625,06:25:00,06:25:00,BTN,1,1,0,1,,1
1080625,06:30:00,06:31:00,HOV,2,1,0,0,,1
1080625,06:34:00,06:35:00,PLD,3,1,0,0,,1
1080625,06:45:00,06:46:00,WRH,4,1,0,0,,1
1080625,07:05:00,07:06:00,CCH,5,1,0,0,,1
1080625,07:17:00,07:18:00,HAV,6,1,0,0,,1
1080625,07:27:00,07:28:00,FTN,7,1,0,0,,1
1080625,07:31:00,07:32:00,PMS,8,1,0,0,,1
1080625,07:35:00,07:35:00,PMH,9,3,1,0,,1
1080725,07:25:00,07:25:00,BTN,1,1,0,1,,1
1080725,07:30:00,07:31:00,HOV,2,1,0,0,,1
1080725,07:34:00,07:35:00,PLD,3,1,0,0,,1
1080725,07:45:00,07:46:00,WRH,4,1,0,0,,1
1080725,08:05:00,08:06:00,CCH,5,1,0,0,,1
1080725,08:17:00,08:18:00,HAV,6,1,0,0,,1
1080725,08:27:00,08:28:00,FTN,7,1,0,0,,1
1080725,08:31:00,08:32:00,PMS,8,1,0,0,,1
1080725,08:35:00,08:35:00,PMH,9,3,1,0,,1
1080825,08:25:00,08:25:00,BTN,1,1,0,1,,1
1080825,08:30:00,08:31:00,HOV,2,1,0,0,,1
1080825,08:34:00,08:35:00,PLD,3,1,0,0,,1
1080825,08:45:00,08:46:00,WRH,4,1,0,0,,1
1080825,09:05:00,09:06:00,CCH,5,1,0,0,,1
1080825,09:17:00,09:18:00,HAV,6,1,0,0,,1
1080825,09:27:00,09:28:00,FTN,7,1,0,0,,1
1080825,09:31:00,09:32:00,PMS,8,1,0,0,,1
1080825,09:35:00,09:35:00,PMH,9,3,1,0,,1
1080925,09:25:00,09:25:00,BTN,1,1,0,1,,1
1080925,09:30:00,09:31:00,HOV,2,1,0,0,,1
1080925,09:34:00,09:35:00,PLD,3,1,0,0,,1
1080925,09:45:00,09:46:00,WRH,4,1,0,0,,1
1080925,10:05:00,10:06:00,CCH,5,1,0,0,,1
1080925,10:17:00,10:18:00,HAV,6,1,0,0,,1
1080925,10:27:00,10:28:00,FTN,7,1,0,0,,1
1080925,10:31:00,10:32:00,PMS,8,1,0,0,,1
1080925,10:35:00,10:35:00,PMH,9,3,1,0,,1
1081025,10:25:00,10:25:00,BTN,1,1,0,1,,1
1081025,10:30:00,10:31:00,HOV,2,1,0,0,,1
1081025,10:34:00,10:35:00,PLD,3,1,0,0,,1
1081025,10:45:00,10:46:00,WRH,4,1,0,0,,1
1081025,11:05:00,11:06:00,CCH,5,1,0,0,,1
1081025,11:17:00,11:18:00,HAV,6,1,0,0,,1
1081025,11:27:00,11:28:00,FTN,7,1,0,0,,1
1081025,11:31:00,11:32:00,PMS,8,1,0,0,,1
1081025,11:35:00,11:35:00,PMH,9,3,1,0,,1
1081125,11:25:00,11:25:00,BTN,1,1,0,1,,1
1081125,11:30:00,11:31:00,HOV,2,1,0,0,,1
1081125,11:34:00,11:35:00,PLD,3,1,0,0,,1
1081125,11:45:00,11:46:00,WRH,4,1,0,0,,1
1081125,12:05:00,12:06:00,CCH,5,1,0,0,,1
1081125,12:17:00,12:18:00,HAV,6,1,0,0,,1
1081125,12:27:00,12:28:00,FTN,7,1,0,0,,1
1081125,12:31:00,12:32:00,PMS,8,1,0,0,,1
1081125,12:35:00,12:35:00,PMH,9,3,1,0,,1
1081225,12:25:00,12:25:00,BTN,1,1,0,1,,1
1081225,12:30:00,12:31:00,HOV,2,1,0,0,,1
1081225,12:34:00,12:35:00,PLD,3,1,0,0,,1
1081225,12:45:00,12:46:00,WRH,4,1,0,0,,1
1081225,13:05:00,13:06:00,CCH,5,1,0,0,,1
1081225,13:17:00,13:18:00,HAV,6,1,0,0,,1
1081225,13:27:00,13:28:00,FTN,7,1,0,0,,1
1081225,13:31:00,13:32:00,PMS,8,1,0,0,,1
1081225,13:35:00,13:35:00,PMH,9,3,1,0,,1
1081325,13:25:00,13:25:00,BTN,1,1,0,1,,1
1081325,13:30:00,13:31:00,HOV,2,1,0,0,,1
1081325,13:34:00,13:35:00,PLD,3,1,0,0,,1
1081325,13:45:00,13:46:00,WRH,4,1,0,0,,1
1081325,14:05:00,14:06:00,CCH,5,1,0,0,,1
1081325,14:17:00,14:18:00,HAV,6,1,0,0,,1
1081325,14:27:00,14:28:00,FTN,7,1,0,0,,1
1081325,14:31:00,14:32:00,PMS,8,1,0,0,,1
1081325,14:35:00,14:35:00,PMH,9,3,1,0,,1
1081425,14:25:00,14:25:00,BTN,1,1,0,1,,1
1081425,14:30:00,14:31:00,HOV,2,1,0,0,,1
1081425,14:34:00,14:35:00,PLD,3,1,0,0,,1
1081425,14:45:00,14:46:00,WRH,4,1,0,0,,1
1081425,15:05:00,15:06:00,CCH,5,1,0,0,,1
1081425,15:17:00,15:18:00,HAV,6,1,0,0,,1
1081425,15:27:00,15:28:00,FTN,7,1,0,0,,1
1081425,15:31:00,15:32:00,PMS,8,1,0,0,,1
1081425,15:35:00,15:35:00,PMH,9,3,1,0,,1
1081525,15:25:00,15:25:00,BTN,1,1,0,1,,1
1081525,15:30:00,15:31:00,HOV,2,1,0,0,,1
1081525,15:34:00,15:35:00,PLD,3,1,0,0,,1
1081525,15:45:00,15:46:00,WRH,4,1,0,0,,1
1081525,16:05:00,16:06:00,CCH,5,1,0,0,,1
1081525,16:17:00,16:18:00,HAV,6,1,0,0,,1
1081525,16:27:00,16:28:00,FTN,7,1,0,0,,1
1081525,16:31:00,16:32:00,PMS,8,1,0,0,,1
1081525,16:35:00,16:35:00,PMH,9,3,1,0,,1
1081625,16:25:00,16:25:00,BTN,1,1,0,1,,1
1081625,16:30:00,16:31:00,HOV,2,1,0,0,,1
1081625,16:34:00,16:35:00,PLD,3,1,0,0,,1
1081625,16:45:00,16:46:00,WRH,4,1,0,0,,1
1081625,17:05:00,17:06:00,CCH,5,1,0,0,,1
1081625,17:17:00,17:18:00,HAV,6,1,0,0,,1
1081625,17:27:00,17:28:00,FTN,7,1,0,0,,1
1081625,17:31:00,17:32:00,PMS,8,1,0,0,,1
1081625,17:35:00,17:35:00,PMH,9,3,1,0,,1
1081725,17:25:00,17:25:00,BTN,1,1,0,1,,1
1081725,17:30:00,17:31:00,HOV,2,1,0,0,,1
1081725,17:34:00,17:35:00,PLD,3,1,0,0,,1
1081725,17:45:00,17:46:00,WRH,4,1,0,0,,1
1081725,18:05:00,18:06:00,CCH,5,1,0,0,,1
1081725,18:17:00,18:18:00,HAV,6,1,0,0,,1
1081725,18:27:00,18:28:00,FTN,7,1,0,0,,1
1081725,18:31:00,18:32:00,PMS,8,1,0,0,,1
1081725,18:35:00,18:35:00,PMH,9,3,1,0,,1
1081825,18:25:00,18:25:00,BTN,1,1,0,1,,1
1081825,18:30:00,18:31:00,HOV,2,1,0,0,,1
1081825,18:34:00,18:35:00,PLD,3,1,0,0,,1
1081825,18:45:00,18:46:00,WRH,4,1,0,0,,1
1081825,19:05:00,19:06:00,CCH,5,1,0,0,,1
1081825,19:17:00,19:18:00,HAV,6,1,0,0,,1
1081825,19:27:00,19:28:00,FTN,7,1,0,0,,1
1081825,19:31:00,19:32:00,PMS,8,1,0,0,,1
1081825,19:35:00,19:35:00,PMH,9,3,1,0,,1
1081925,19:25:00,19:25:00,BTN,1,1,0,1,,1
1081925,19:30:00,19:31:00,HOV,2,1,0,0,,1
1081925,19:34:00,19:35:00,PLD,3,1,0,0,,1
1081925,19:45:00,19:46:00,WRH,4,1,0,0,,1
1081925,20:05:00,20:06:00,CCH,5,1,0,0,,1
1081925,20:17:00,20:18:00,HAV,6,1,0,0,,1
1081925,20:27:00,20:28:00,FTN,7,1,0,0,,1
1081925,20:31:00,20:32:00,PMS,8,1,0,0,,1
1081925,20:35:00,20:35:00,PMH,9,3,1,0,,1
1082025,20:25:00,20:25:00,BTN,1,1,0,1,,1
1082025,20:30:00,20:31:00,HOV,2,1,0,0,,1
1082025,20:34:00,20:35:00,PLD,3,1,0,0,,1
1082025,20:45:00,20:46:00,WRH,4,1,0,0,,1
1082025,21:05:00,21:06:00,CCH,5,1,0,0,,1
1082025,21:17:00,21:18:00,HAV,6,1,0,0,,1
1082025,21:27:00,21:28:00,FTN,7,1,0,0,,1
1082025,21:31:00,21:32:00,PMS,8,1,0,0,,1
1082025,21:35:00,21:35:00,PMH,9,3,1,0,,1
1082125,21:25:00,21:25:00,BTN,1,1,0,1,,1
1082125,21:30:00,21:31:00,HOV,2,1,0,0,,1
1082125,21:34:00,21:35:00,PLD,3,1,0,0,,1
1082125,21:45:00,21:46:00,WRH,4,1,0,0,,1
1082125,22:05:00,22:06:00,CCH,5,1,0,0,,1
1082125,22:17:00,22:18:00,HAV,6,1,0,0,,1
1082125,22:27:00,22:28:00,FTN,7,1,0,0,,1
1082125,22:31:00,22:32:00,PMS,8,1,0,0,,1
1082125,22:35:00,22:35:00,PMH,9,3,1,0,,1
1082225,22:25:00,22:25:00,BTN,1,1,0,1,,1
1082225,22:30:00,22:31:00,HOV,2,1,0,0,,1
1082225,22:34:00,22:35:00,PLD,3,1,0,0,,1
1082225,22:45:00,22:46:00,WRH,4,1,0,0,,1
1082225,23:05:00,23:06:00,CCH,5,1,0,0,,1
1082225,23:17:00,23:18:00,HAV,6,1,0,0,,1
1082225,23:27:00,23:28:00,FTN,7,1,0,0,,1
1082225,23:31:00,23:32:00,PMS,8,1,0,0,,1
1082225,23:35:00,23:35:00,PMH,9,3,1,0,,1
1090605,06:05:00,06:05:00,PMH,1,4,0,1,,1
1090605,06:08:00,06:09:00,PMS,2,2,0,0,,1
1090605,06:12:00,06:13:00,FTN,3,2,0,0,,1
1090605,06:22:00,06:23:00,HAV,4,2,0,0,,1
1090605,06:34:00,06:35:00,CCH,5,2,0,0,,1
1090605,06:54:00,06:55:00,WRH,6,2,0,0,,1
1090605,07:05:00,07:06:00,PLD,7,2,0,0,,1
1090605,07:09:00,07:10:00,HOV,8,2,0,0,,1
1090605,07:15:00,07:15:00,BTN,9,2,1,0,,1
